contact,Name,Id,points
9461591534,Maheswari Collection,19750320,3948
9929217497,Mubarak Collection,27692427,34401
9799611833,Sun Shine Collection,27692130,28395
7791921749,Jai Ambey Textile 01,16989708,19673
9829504800,Sangam cosmetic,16992321,990
9928799687,Shivam departmental store 001,15659859,24254
9929323201,Shree Vardhman Store 002,27572951,21184
7615820279,Shri Shyam collection 003,27508119,1232
8078613491,Amit garment jhotwara 001,34431531,96561
9214501121,"ANIL FANCY, SIKAR ROAD",27045042,14328
9610736532,Ankur garment 001,17302900,30905
9414778994,vijay fancy store 01,24913200,6687
9928332291,VK Collection mundia Ramsar,15566705,1485
9351595151,Laxmi Collection 001,27506538,12654
9587404252,M B Garments Rings,15733399,5136
9622363600,Pooja innerwear 001,15230355,5742
9783705406,Rajlaxmi Garments 001 bhankrota,15587579,4684
9024890212,jainesh collection 02,27507830,198
6388563141,Shri Shyam garments bajari Mandi 001,14198838,8666
7232894591,NR MART VDN,14765741,40284
6350213154,SUNITA saree  001,9143273,54933
9829341588,Bombay gift and fancy store 001,20230727,46513
9351407607,Vinayak Garments 001 KHATIPURA,28063589,34800
9413629161,Meena General store,17263434,5040
9772841003,parwati textile link road,13460866,396
8209136874,Pooja collection 001,24987818,33220
9785004552,Radhika Garment panchawala 001,27384680,23158
9414826590,Shankar garment 001,27506359,37683
9001104770,goyal garments Jhotwara 001,27506190,31168
9680869639,indu readymade,27506191,24592
9928447300,youth and style 001,13801689,2404
9414206143,Mahesh garments Pratapgarh,22389913,308
9782877618,Maruti Fancy Store 001,13800646,15492
9887511198,LB READYMADE hosirry,27506969,14444
9602467345,atri Hosery,17470537,7569
9413586129,Baba shyam garments kavt,9531509,1584
9461396812,fashion point Reengus,12090797,8280
7073585616,sakshi footwear 01,13367736,1672
9269122771,SHIV GARMENTS 02,12827051,9234
9828057992,lata fancy murlpura01,31273146,4287
7792052112,S Fashion 001,27506542,3660
9672829629,SAWARIYA COLLECTION,31537412,8773
9929767361,Sarla fancy store 02,27507734,13430
9928747320,Shiv collection 001,9347275,1078
9799363636,shree ratan enterprises,29721230,56106
9511306842,shri fashion 001,12179878,2214
8290640299,SN Enterprises Kamla Nehru Puliya 001,12508062,396
9314842310,navdha collection Malviya Nagar,17065597,3912
9079919933,outlet brand neemkathana,24359068,1650
9001719456,Payal Garment 001,12618772,110957
9829229189,Vinod fancy and gift store 02,27507847,4248
9929689194,Pooja callections,26654023,1980
9928622959,RAJENDRA HOSIERY 02,27507736,5890
8955618558,Janta Fancy  Hastera,27025841,4918
9664003391,Amarsarya Garment 001,12045505,17902
9887349999,ANANTA MENZ  001,11522630,1683
8112299038,manglam garment 21,10658810,4728
9928399013,Vikash garments khojroli,20594522,4647
8946882725,Pratibha garments 001,12048637,14112
8094334011,Rajdhani ghadi path,11522933,7758
8290615073,Rajdhani Supper Market,11736040,15813
9829044166,gauri fashion vaishali,27926033,2034
9887291483,JHALANI GARMENTS 02,27507812,10015
9680506055,Fashion Way 001 bhankrota,10138257,28139
7413005875,fashion way joshi marg001,10578757,7235
9829705651,Guru Kripareadymade & garments 02,19960785,14976
9828925294,H k ,9386369,396
8829044023,KHANDAL FANCY 01,27506469,7178
6350198736,MR AND MISS,27021779,2640
7691815610,Mukesh Hosiery Jagatpura,10547226,10057
9783281828,NEW RAJ COLLECTION BHAKROTA 001,9143889,12382
8104280190,Patel cloth Store D C M,22041471,3034
9549459923,Shri Radhe Collection 001 GOVINDPURA,27506360,57738
9461172094,Radha Govind hosiery 001,11191798,1188
9983704484,Shanti Enterprises 02,10118939,52572
8824622111,Sharma Store NIRMAN NAGAR 001,28968600,20701
8302786743,SHE CHOICE 01,30855903,2112
9782968870,SHRI IG FANCY AND BENGAL STORE 01,31200657,15612
9521862743,shri Ram GARMENTS 01,27506973,3139
9667002704,Shri shyam collection itawa,23078007,7560
9829965569,Shri Shyam Readymade 003,21981900,20391
9571855871,Andata cosmetic 001 NIWARU ROAD,27506544,6308
9460209855,Bafana Brothers kishangarh,25276701,1554
8058350350,BrahmanI ,10945716,1023
9982466382,DESIRE FASHION,14845206,1134
9929620646,dharma readymade,21169993,12768
9649940401,Gadiya Dresses Kekri,29047337,23007
9785431275,GALAXY FASHION,28735712,1254
9829017392,HARI OM TEXTILE 001,9771229,78674
9782121381,Harwani Fashion Sarwar,29718838,47702
7568150517,JK hosiery And Craft 001,10961452,12838
7737681076,Nisha hosiery dhanota,27478088,1494
9928343640,Pooja Garments and Footwear 002 ,33311314,3438
9529183423,RAJ COMFORT 02,27507900,20885
9928983111,RN Beatuy collection Tonk,31187563,13545
9829890744,SANGAM GARMENTS GOVINDGARDH,26989140,15220
7014736601,Sangeeta Hosiery collection 02,9357704,29278
9602872014,Shiv Redaymade Khaladera,17891066,56506
8963841851,Delhi emporium 02,27508136,35433
9462661105,Siddharth hosiery 02,10119909,1008
6375533626,Subham fancy store 01,27506708,8440
8824182880,unique collection Emily Fatak,10560815,9162
8233660153,balaji fashion 02,27508262,13689
9660015524,BALAJI FASHION 001,27506192,9726
9928130447,Balaji super Mart sircy Road,9443376,5214
9929272025,Chahat readymade garment 001 JOBNER,27507021,28728
7737766117,Chaman Fancy Store 02,9359801,1723
9887603543,Dinesh readymade 001,9447337,8259
7976899535,shree Ganesham Life style  001 ,9385234,20124
9660100415,GARG DEPARTMENTAL STORE 02,9143825,12262
9631322884, GARIMA FANCY AND GIFT STORE  01,27506608,11368
9460557469,JYOTI STORE 02,27507739,106202
7737811060,Krishna Fancy Store 03,10298763,6971
7611823119,MANSI FOOTWEAR PACHAWALA,9142355,792
7014570486,kandira shoe Palace 001,28059894,77734
7737160454,Naraniwal Traders Tonk,30028475,396
9124685674,NATIONAL SUPERMARKET SIRSI ROAD,9142607,43780
8780673704,national supermart Gandhi path,25375128,839742
9829035448,O M CLOTH STORE BAD KE BALAJI,9143977,38883
9509460905,RAJ FOOTWEAR 001,27507516,1628
9509460903,Raj footwear and hosiery Store 100 fir road,10578003,17142
9461302976,Roopsi 03,27505845,4390
9667615399,Sumit Garments 001,27827233,18745
9887411412,sunil COLTH store Amrsar,27125122,16225
9887333159,Charul Fashion 003,27506373,2079
7665182768,dream she Ajmer,10285120,7666
9929792139,krisna tailor Nayan,21635336,12078
7014344334,MAAJISA FASHION 001,27506762,6524
8279249729,Navrang  Cosmitik Ajmer,17842845,2352
8118824567,Neha Fancy Store 001,10596586,5648
9799582602,Ori Ori Fancy Store 001,27507297,2002
7742241808,Rajawat textiles 001,27506764,4876
9928445564,SMMG JHOTWARA,9143188,891
9929689992,Sohana Tonk,30025226,3235
8696231566,solha shanger 001 VISHALI NAGAR,27506256,15570
7597859300,Sonal Garments Mahesh Nagar,9342147,7788
8003031677,Sonam garments 001 ,9592118,7874
9252776769,Surbhi collection 001,9343691,594
9214979018,Suresh General Store kekri,29248504,11392
9887459481,AGARWAL FASHION 001,27506867,29079
9982951624,Chodhary Garments 02,9358024,5270
9460542346,Chodhary Readimade Emporium 001,9344362,4834
6376408431,Ernota traders panchawala,9432821,0
8824241893,Facebook Jagatpura,28585941,396
7742290181,INSATRAGAM FASHION MAHESH NAGAR,9143388,21390
9649710816,J K FASHION 02,9143820,3270
9680260316,J K GARMENTS 001,9143848,308
9660302611,JAGDAMBA GARMENT 02,27507961,251559
9829932119,Kumawat garment 001GOVIND PURA,21852109,646145
9251476747,MADHU GENRAL STORE 02,9358889,48615
7891389275,menz fashion Point 03,9607767,16401
8851619763,MG fashion Mansarovar,10603070,396
9829581846,Paliwal garment Mundiya ramsar,10267448,2830
9829345547,Rakesh Emporium 001,27507024,3978
7014195740,RAM JI CALLECTION,29661202,5778
9983196715,Satguru fancy store Malviya Nagar,24162607,308
9602440293,Soni Garments 001,18963800,42772
8387896770,Agrwal Emporium,9341977,2640
8112283189,Ajmera fashion Murlipura 01,27431551,12122
9116446635,CITY MART 001,27507332,51667
9024221727,Gopal Sweets And General Store 003,9346499,8878
9828392075,Goyal fancy and stationery 02,9604656,81476
8696301070,Goyal fancy Mansarovar - 02,9605003,16420
7976390567,Goyal fancy store Malviya Nagar,10298119,25238
9829360165,Goyal Hosiery And Readymade 001,29145969,40670
9887498372,GOYAL TAXTILE CHALA,9144027,7260
8946962170,KANDERA FASHION ZONE 001,9142544,1188
9928520776,karina fashion D C M,9384336,704
9414306548,Lakshya Sales Agency 001,27507269,6210
9829824499,"MISHRA FANCY & GIFT STORE, DADI PHATAK",27149478,7655
9166876901,Mittal Fancy Store 001 BAJAJ NAGAR,9346073,30486
9782529361,MITTAL Garments chtricut,29651967,4536
8005631094,Modern Mega Mart,29141149,6560
9929601472,PRIYANKA FASHION 001,27506386,45107
9785408380,Priyanshu gift shop Bagru,9462251,3744
9829056845,Ram snehi trading 200 fit bay pass,9457081,2196
7062706277,SAWARIYA COLLECTION 001,27506868,6789
9929715017,Sagar garment and footwear 001,11254893,37231
9001976242,SEEMA FANCY,15565097,660
9461869511,Tambi Agencies Tonk,30023461,5612
9461867273,Tambi collection Tonk,30025670,4104
9460190480,Vinyak Collection 001 NADPURI,9404419,6850
9602972917,Vinyak Fashion  Shayam Nagar 03,9404034,1980
9413205881,Bharat fancy store Malviya Nagar,27586455,42566
9251264606,BHARAT FASHION WORLD DHABAS,9143620,4110
7297964900,BHAVIYA GARMENTS KANWANT,9143328,1188
6378779139,karni garment footwear 001 MEENAWAL,27506870,2665
9829051223,Modi fancy store 001,27507822,35028
9783972211,Mohan GENERAL STORE Kumher,22520004,72
8058497993,Mohan General Store kartar PURA Phatak,11195693,924
9929071897,Shankar Hosiery Sarwar,29046309,20255
9282212147,"SHRI BALAJI FANCY AND GIFT STORE, ROAD NO. 14",32559959,181316
7230077856,SHRI GOVIND STORE PACHAR MOOD,9142338,770
7737036963,THE FASHION CLUB 001,9431498,9023
9667305537,THE JAIPUR READYMADE 03,10951571,704
9001163334,Vishnu garment Bandikui,25298699,1782
9309472296,baba fancy store,23605333,19554
9887077014,blackwell 02,9604344,13890
9929490442,FIRANGI MENS WEAR VASHALI NAGAR,9144077,6062
9462484744,Hardik Family Wear Kumher,10798208,36
9783311119,Jay man Vaishno Neemara,9446043,396
9929628303,Jay Shree garments Malviya Nagar,10297635,27898
7014894665,kings Coanar Ajmer,29069893,1278
9782286659,luckey taxtile 01,24596981,15826
9314632069,Mangalam Garments 001 VISHALI ,9387969,56396
9414525952,MANGLAM SHOE WORLD 001 KARDHANI,9771604,18572
9799581210,Muskan readymade garments Kamla Nehru Puliya,10525173,770
9829980288,personality collection,17059876,22278
8619654062,RELOADED FASHION NANDPURI,9143515,4866
9309333335,Riddhi Siddhi Garments  02,18375260,80979
6377273639,SAKSHI COLLECTION KALADERA,27020797,82102
9928910052,Sakshi collection  001,10782283,67379
7014672210,SALONI HOSIERY PACHA WALA 001,27506872,22724
9602570002,SHIV HOSIERY AND GARMENTS 02,27663682,231
9460526638,Shiv dresses 001,10913521,4640
9928299000,Shiv Garments 02,9361508,1562
9413595393,SHRI VAIBHAV LAKSHMI COLLECTION 01,27437914,3429
9829014074,Shubham Fancy panchywala 001,27506873,18792
9950686350,Mahak hosiery nargarh Road Jaipur,17014818,17616
9414889426,PAWAN FANCY GENERAL STORE 01,17038853,0
8058900040,Raju Cosmetic,35163484,1980
9799311190,MANU FASHION Point 001,28159745,13666
8239947700,Khatiwar general store,30159544,20304
9079249098,raj fashion point Wajirpur,17122829,594
9829075954,DINESH CLOTH CORNER,34459539,9477
9828203141,Handloom house Fatehpur,17214212,5400
9414957211,Classic point Readymade Garments,17246945,23538
9783138400,Ankit General Store mukundgarh,17264728,1320
8769395758,Himanshu Garments Jaipur 01,27431555,143449
9783268975,Krishna garments Jhunjhunu Bus stand,17173048,14160
9414272164,khushi garments Jagatpura,17306676,3114
8441869345,Hemant General store,17324395,946
9485058977,mahi fashion niwaru road,17370239,2403
8824959678,Aditya Collection 001,17378163,22775
9799964004,K K Collection,17378187,660
9782206657,KAMAL GARMENT 001,17515985,11193
9828580372,Triends Mens wear boraj 001,27507177,19611
7014956810,Kothari Agency Bharatpur,17423767,16332
9828302694,S K Garmetns,24822247,6969
9929097850,Feelings vishali Jaipur,17451350,2700
9636821233,ARADHANA SALES VISHALI 001,27508169,10006
9828779178,j J collection,17452796,9877
9610738625,Shivam redymade,34205469,13616
9887167158,poornima fency store,17472829,740
8005814759,essentials 02,31512030,137848
9352243469,geeta collection,17509550,154
9829072282,sai cosmetic,17512457,7283
9214675488,dagdi collection,17530259,18785
8005908895,Harsha garments,17529818,12907
7597873434,Jain cutpiese,17529449,19684
9829071535,Amar Hosiery,17530663,9718
9982128948,cosmos,17538851,1848
9982005533,rikhab store,17563455,27867
8690018300,mahalaxmi sadeez,17579824,2557
9772458345,Angira garments,17670767,40440
8824579042,Anjani collection,17672127,1782
9480937372,Ardh Sainik Canteen,9607890,7560
9610511172,Indrprasth Export clothe,25274319,3600
9828801121,Parvati cloth store,17672666,3468
9828036387,Suman Emporium,18127059,1650
8078643718,Vinayak Shoes  Collection 001,27791763,72405
9950273224,m r fency store,17678046,2294
9783355661,Aklank traders,27992993,10140
9999999999,Delhi emporium jaipur,17703947,420
9460680167,Bandhan garment,17708759,16160
9460360004,ankur store,17717949,1144
9660061117,Bhagwati garment,17721335,10753
9829511966,MAMTA GARMNETS,17719160,5379
9828010416,Modi Fancy Store,11047317,5040
9351772448,Players Collection,17722725,8406
9214827972,Alankar beauty,27441129,2970
9588815366,shri Hanuman Textile,17748776,1620
9571700170,Riddhi Siddhi patient Pushkar Raj,29152934,1260
9610584370,Nikhil Garmants,27450189,1386
9414227313,Hindustan hosiery,30089842,1800
9251066221,pakhi collection Ajmer,31109228,3167
9799949800,Raja sahab,24832175,1155
9636091401,SEE OVER CLOTHING,17804434,594
9166185085,namdev brothers,17843587,41070
7737151732,shavun collection,17844006,7262
9460021631,Shri khandelwal store,17842402,15084
9636013293,beauty corner,17846211,32985
8000810772,hariom beauty,17845760,726
9414429673,k k fashion,17844997,12545
9660752631,ROYAL FASHION KALADERA,17891336,15127
9413694350,Gupta Footwear and Readymade 001,17912465,1164
9928717740,Bajrang fancy store Khejroli,17917840,32586
7014185933,Kumawat Fashion 2 Karni place,17915690,7245
9782105029,Lakhadaatar fancy end gift 003,17936131,53237
9772875397,PARMANAND GARMENTS AND FOOTWEAR,17946036,30594
8619782969,Bhagwati footwear Manoharpur,17948288,16772
9414394941,Arya hosiery,30920590,11700
8107805303,Santosh hosiery sel  001,27506484,27090
9414291789,Akanksha dress,29339889,10527
8104046945,Hariom General store,18055036,2584
9414461449,MOHIT CLOTHINGS malviya nagar Jaipur,18155398,2112
7854295840,pahnawa Malviya Nagar Jaipur,18155181,3520
9783541214,Khushal Das khemchand,18158598,30882
9785305741,Ramnivas cloth store Ramkui,18194227,476
9928631572,Shri Govind store  PACHAR MOAD 01,18201617,3662
9887330701,kamdar gift end fancy 02,27507996,6077
9413142790,"SHREE SHYAM FANCY & GIFT, DHEHAR KE BALAJI",27507178,61002
6375503005,shri charbujja Garmants,32577630,3500
8619122480,Khandelwal Fancy store,35551523,792
9314476477,Om Tranding company 001,18374499,18121
8104108099,Jai Jawala garment 001,9142440,15652
7014144937,DULHAN BEAUTY & GIFT POINT,18447783,8417
8302020220,Ridhi sidhi wala,18469328,11754
7014842339,N K store,32506560,16950
9079644713,Dayal garments001,34651010,5093
8529969298,Govind general,18574304,1760
9024387611,shree ji general,18576480,19096
9829577649,aarti fancy store 01,27507257,36804
9772864184,Ambey garment kaladera,9704202,51167
9314886767,khandelwal hosiery 002,27507023,7968
9829380838,Kohinoor garments  02,18864521,23404
9413620010,Sheetal store,30816526,2453
9314383595,vijay general store kaladera (Deleted),11176884,6620
9314563475,vinayak readymade kaladera,11627976,71283
9929022648,Shree Shyam Hosiery and Readymade,9429933,14552
9785063942,PIYUSH GENERAL STORE,18663749,792
9887062994,MAA SHAKHAMBRI ENTERPRISES 01,16010139,1474
8952096266,Bindayak READYMADE GARMENTS 01,27506166,-360
8890882235,Hare Ka Sahara,25269869,9750
9602517362,PREM FANCY STORE 01,21754484,43149
9414306815,N R MART,18722214,21744
9314421188,shivam garments 02,27507877,3522
9351466974,Shri Shyam hosiery kanakpura,18745034,12313
9588016067,Hriday Hosiery  01,27023080,24182
9414839245,Dayal garment 001 NEWARU ROAD,27506399,26315
8946953822,Riddhi Siddhi garment 01,27506777,625
9460213730,FASHION PLAZA 01,26586662,117875
9672166040,JAIN FANCY STORE 02 ,27507686,30708
8955836591,shri ram garments 03,27709945,8494
9460634117,Anil Brother 001,18963888,8601
9929191535,Sri Radha Govind Garmetns 001 bhankrota,27506778,10120
9414461124,Super Sales 001,18964028,129673
9694436569,Thagan Textiles 001,18963834,20375
7240751234,Zee sales Vidyadhar Nagar,19033485,2640
9785988582,Sanjay readymade Nadbai,19063442,112
9602481662,Hosiery wala 001,23045500,3519
8209077839,om fashion 01,27507062,8482
9468593047,New Shekhawati garment New Year,19086828,1144
7014888469,JUTA.COM 01,19121656,2376
7728914819,Mahesh Footwear Boraj,19170743,3168
9001920414,decent choice jaipur,34547177,6564
9314533563,G.S Sports 001,27506552,6542
9928761786,fashion Avenue 002,19386484,3256
9799266770,BABA FASHION MURLIPURA,27320423,13048
9828011429,Shri Radhey collection 01,19412575,2816
9680333389,ARJUN COLLECTION 001 KALWARD ROAD ,23300431,9658
9456593047,new Shekhawati niwaru road,28199021,6215
9024054923,Manohar Hosiery 002,30064284,19222
9829011983,Murli Readymade 002,27508072,8423
8058121120,Prince Garmetns,19869197,4608
9982822782,Shiv Sundar fashion hub hathoj 001,21955997,792
8949326736,Jagmina Beauty Collection,27615150,10152
9426757655,Anaya garments Kisan Marg,19894390,750
8058300350,Brahmani Garmetns 001 CHITRKOOT,19938844,32171
7014115587,Tanisha stationers and hosiery,27622235,3861
8952826007,Morwal Garments 001,23020657,3834
9782132816,RC Garmetns and  footwear 001,9444779,8064
9782329139,THE MENS WEAR 02,20085243,6725
9784637254,FAMOUS BEAUTY 02,27507689,198
8209847569,Godha General Store 02,27507676,13842
9414784682,Shri Vaibhav Trading 002,27507944,5296
8769520409,ENJOY FASHION 01,27431561,12424
9251715480,Indira fashion point Nadbai,20129243,4028
9718175559,"PRIDE FASHION, MPS",27431567,13704
9829561721,"SINGHAL READYMADE GARMENTS, MPS",27431572,40823
7062822608,VIJAY FANCY AND GIFT CANTER 01,27431575,21450
9782153777,"YASH COLLECTION, MPS",27506306,13384
8003053551,Balaji garments mobile Helena,20209292,1166
6376472520,Bhutoli garments Halena,20208993,9291
7062474795,"RASHI COLLECTION, SINDHU NAGAR",20209889,41012
8529902609,The fashion gallery,27566838,8415
9509947563,"MAHALAXMI HANDLOOM, MPS",11220614,180247
9929140099,Sachika Fashion,20237909,14270
9887407587,Maa Collection,18573511,2156
8104051457,Royal Fancy,29873099,3597
9818941052,S M SHOPPING CENTRE ABU ROAD,34876604,1650
7891417306,Krishna Genral Store,29527205,27718
7062770077,Sanwariya Collection,28619496,13825
9269196518,Navratn hosiery,20425377,12250
7597541658,Savi Collection,20432610,3300
7062566617,Hk enterprises 001,27507271,40204
8955056256,shree Ganesham Fashion Point 001,27507204,48639
8003519912,Balaji menswear,20533389,308
9521595924,Prem readymade 02,27507962,594
7690053284,Ruplaxmi Redemte Hastera,20537891,231
9799265137,vishal fancy stor Alisar,20538606,1832
9461594203,Dheeraj Garments Ajmer,20644193,1320
9782521326,Sneha Beauty collection Dausa,20648246,594
9166811743,Shri sanvariya garment road number 1,20711021,2448
9314880787,LAXMI FANCY 01,27506554,3933
9024547713,garima fancy,20749125,32
8890493620,EX SERVICEMEN CANTEEN 01,27506781,37903
9828302155,Parshwnath vastralay,20769308,1716
9828828781,pink city enterprises 01,27507298,275827
9983353779,gajanand suresh kirana store 01,27507850,4066
9414752131,SANTOSH KIRANA STORE 0,20847422,16765
9057586013,Komal garment 001,20859328,1080
8290052619,Mahalaxmi garment,34514692,3014
9928470287,G S FANCY 02,27507908,5406
9636316551,Laxmi Garment,20954135,3728
9413981984,R R fashion Jaipur 01,27356607,1869
6375212425,shree sai fashion Jaipur,20997369,36115
9928110454,RAJPRABHA,26982391,57876
8209307274,"RADHE FASHION, RAJAWAS",27507029,107905
8209038902,Fashion track,21171693,616
8739814787,Sri Bake Bihari Under Garmernts 001,21295645,11674
9468818875,Alkah garment Malviya Nagar,29321801,6956
9314343121,Narayani sales 001,27506610,6566
8442004264,"sun moon collection , 001 NEWARU ROAD",27506403,24148
9483863671,Eronta Trade 001,21521319,396
8003040753,LAXMI READYMED,21526028,6308
8824159805,jangam hosiery Karauli,28277605,13935
9950455345,Sania readymade garments and footwear rings,21547997,7176
9983225455,Sharma trading Karauli,26528162,5050
8949912940,Jagdish Dilip Karauli,26527258,1958
9828480714,Shri shyam Readymade Store Rings,21551397,9638
8107543140,ASHOKA FANCY STORE,21606484,7751
9252150309,SAWAR FANCY STORE,21606770,231
9636724643,Shree Mangal Murti garments 001,21712045,45344
9983347070,Lavi and gift Store Joshi Marg 001,21716716,9911
8302135698,Shri Tirupati sarees 001,21715654,40461
8560873221,maa Bhawani readymade 001,31841200,154
8104291584,Shri ram collection  001,27506555,19980
9929217809,Durga maa cloth store 01,27506488,20557
9829706700,Sagar vastra Bhandar 01,21752984,6938
9783900222,vatika fancy Nadi ka fatak,21753373,894
7023780556,Dev collection Nadi ka fatak,21755766,2646
9694402030,gaur readymade  01,27167272,5676
8005534724,sanvariya garments Sikar road,21793925,6870
7014209859,Sri Sai collection,30732884,20707
9785058977,Mahi fashion 001,21814867,30460
7014393179,linay garments 001,29068190,5370
9929090581,Raj family wear 001,21822915,22806
6367712208,Chinmay Garmernts,29557700,495
8239223344,Decent Collection 03,21851093,23349
7793023709,Hitler fashion kalvad Road 001,21855833,73944
9588931359,Radhe collection kalvad Road Govindpura,21853793,8652
7737198483,solah singar 001 GOVINDPURA,21854936,3168
9829325873,Shri Balaji garments Mahar,27010741,11663
7976884495,Alankar,27694576,25315
9079286220,Naina collection 002 ,27507539,8393
7742226775,Goyal READYMADE Bajaj Nagar Jaipur,21982045,-7416
9784666975,MODERN GENERAL STORE (DEEG),29476231,6468
9413310303,Kumar Stationers,27705519,79567
9602738070,Abhishek General Store Bharatpur,22020446,2772
7678234956,Maya collection sohpur road 02,27507892,7364
9929305809,NAVAL  HOSIERY 02,27507893,18307
9166230011,Utsav partab nagar,22131887,2992
8239221453,Rohit garments Dausa,22135277,396
7878866962,My shop sikar rod,22163640,39803
7689999609,Tirupati passion Dausa,28041326,1892
9214862963,Babulal Laxminarayan,29675468,12182
6367874290,K R Collection,29692623,19641
8905002570,Mundra fancy store pisangan,22360262,4746
9784247893,Public demand,22358255,3058
9413689579,Mateshwari garment bandanwara,22363468,5290
9414377262,New Rakesh Kirana,27691645,12610
8952004515,lakhadaatar collection Sanganer,27604842,18704
9001041680,Shri Bal Gopal fashion Nadbai,29038519,21008
8233687773,Vishal gift and fancy store 001,22463349,15361
7597776366,Satnam fancy indra bazar,22520755,1562
9783528649,VK garments Kumer,28361379,8239
9928383232,pooja collection 01,22676484,29711
9314438702,"SHRI SHYAM SALES, ROAD NO. 06",27506611,40227
9829847481,ANJANI READYMED,22747326,42774
9928798433,BAJRANG FANCY,22747403,14856
8107060231,black and white,22749051,3850
7822920889,Om Garment 001,23107332,16834
9950729772,Madhuri readymade 001 JOSHI MARG,26729113,27770
8955514288,Shri Ganesh garment 001,27381184,33573
9667139052,somya collection 01,27506783,36386
9414622732,Shyam cloth store 001,22857537,18140
6367382447,sanwra collection Jagatpura,22882553,792
9509038408,Vardhmaan ladies shop,22882524,4368
8559895770,Vanshika fancy store boraj 001,27507179,3454
8386990590,Salasar Textile 001,22910233,792
8114459114,shri shyam footwear001 Bagru,28068138,14264
9928321031,Sujata garment 02,27507823,18805
8890008413,Shiv Shankar Readymade 001 NADPURI,27506559,38584
9314199682,Fit well Garments 001 ,23018852,8322
9602840922,Shri Hari Narayan Garment 001,23017412,7660
9667489725,fashion way,23021880,990
9828050862,Agrawal garment 001,27506561,52547
9782287783,Uday fancy store 01,30667375,914
8209444305,choice palace,23053111,10537
7014864471,LIBRA BAPU BAZAR UDAIPUR,30178203,25100
9667182752,sanwariya fancy store,23078989,48339
7610022039,sawariya collection,23078315,13696
9001074444,fashion point dadi ka fatak,23082747,3918
9352559287,mittal garment,29510154,9013
9413836173,fatehpuriya department,29339390,10148
9414376273,kwality star,27742252,45096
9983065449,ANUKAMPA (Deleted),31519653,3840
9001473087,SHARMA STORES (Deleted),29302514,12870
9829182288,SIDHI VINAYAK RADYMADE (Deleted),9981014,2814
8107395774,SOLECHANA AGENCIES 01,26979598,61617
9352622280,DELIGHT (Deleted),10640421,8612
9828017035,TIP TOP BAJAR 001,27233848,38142
9950368094,TRIVENI GARMENT (Deleted),28175131,4834
9928694552,RDX SPORTS READYMADE   RADAWAS,33999333,1045
9829238166,GOYAL COLLECTION CHOMU (Deleted),9142183,22623
9928114641,VINAYAK RADYMADE RAJAWAS (Deleted),10298973,5676
9829130713,VK GARMENTS 001,27727467,40670
7877122224,KHANDELWAL GENERAL STORE  CHOMU ,9949941,45473
9214040124,NATIONAL SUPER MARKET 001,28924105,564695
9828576714,PRAMOD FANCEY (Deleted),26761602,5568
9511306843,Shri fashion Niwaru link rod Jaipur,23298942,440
7597605424,shripati collection 001,23300116,70650
7976979875,dinesh sports wear,29308534,990
7597694227,harish readymade,23305343,336
7217608260,honey general store,23304661,6828
9001230044,lovely garments,23523794,550
9799775584,shri shyam sarees,23602934,1584
9950183381,vikash garment,23603858,42802
7690000455,jhalani general store,23636024,94797
9680903022,"YASH COLLECTION, RAJAWAS",27507063,27497
8104449413,jiya collection chomu,23636698,45234
8387830613,mangal readymade chomu,23636766,4734
9829345548,Rakesh Emporium Mahesh Nagar Jaipur,23765165,2640
9460474352,"GOPALKA GARMENTS, MPS",27431578,49586
8386886793,kiran redment 01,27431580,14661
8058183130,Laxmi garments 01,27431583,35039
9829151038,Kandira Retail Shop 001,30446440,498811
9166605206,Sri Sai Baba textile 01,27431587,26971
9460144923,"VISHAL DEPARTMENTAL STORE, MPS",27431590,60936
9828318219,Jindal garments 001 HASANPURA,9403064,57665
9460874533,Shri Balaji cloth and saree centre,27506200,13038
9649640577,R Mart 001,27506202,36856
9509201944,kiran fancy and jewellery shop 01,27506204,2710
9784325106,MR Collection 001,28320759,35052
9799136269,Laxmi hosiery 01,27506211,17166
9829256427,Krishna fancy and general centre 01,27506212,21032
9829421084,shree shyam rediment 001,27506216,10862
9982415656,Yash Collection JHOTWARA 001,27329785,21571
9351459589,om garments ,27506220,326
9828627631,shubhash fancy 01,27506222,17276
8078691652,Yuvraj fashion 01,27506231,17824
9928426120,SHRI RAM READYMADE AND CLOTH STORE 02,27507894,10498
8209532694,mannat collection ,27538488,396
9829052384,Kanha collection chomu ,10302076,19359
9828244774,Divyansh fancy end gift corner 001,28738937,17009
9929097851,feelings 001,23848662,1152
8387995131,Manish Sharma 001 GOKULPURA,27506265,319129
9314485240,"KRISHNA FANCY AND GIFT STORE, LAL DIBBA",27506267,8124
7023511227,Dipanshi Garments 001,27506270,19998
9875783027,AP Garments 001,9144015,1876
9352956711,Keshav hosiery Store 06,27506277,9141
9950035448,radhika fancy 001 khatipura,27506278,36819
9799770066,National Supar MART 001,27506280,84386
9928130893,Shiv Hari Lifestyle 001,27506282,3224
9414784194,Hi Fi  collection 001,27506285,10287
9829264390,KB Fashion,27506287,32672
9571311493,Evergreen 001,27506289,891
9782828928,Nirmal. Enterprise 001 bhankrota,26884032,59128
9351917748,Jatin Textiles industry 01,33423706,1892
9772007077,SRI SHYAM   001,27506310,684780
7014893185,"MANSA TEXTILE, MPS",27506311,15153
9829382926,"NANDINI TEXTILE, MPS",27506314,59998
